"ICAO","Name","Latitude","Longitude","IATA","GMT","Country code"
"KBFD","Bradford Regional Airport","41.08","-78.64","BFD","-5","USA"
"KBFF","Western Nebraska-Scottsbluff Regional Airport","41.87","-103.59","BFF","-6","USA"
"KBFI","King County International Airport","47.32","-122.18","BFI","-7","USA"
"KBFL","Meadows Field Airport","35.26","-119.02","BFL","-8","USA"
"KBFM","Mobile International Airport","30.41","-88.14","BFM","-6","USA"
"KBGE","Bainbridge Decatur County Airport","30.58","-84.38","BGE","-5","USA"
"KBGR","Bangor International Airport","44.48","-68.49","BGR","-5","USA"
"KBHB","Hancock County-Bar Harbor Airport","44.45","-68.36","BHB","-5","USA"
"KBHM","Birmingham-Shuttlesworth International Airport","33.34","-86.45","BHM","-6","USA"
"KBIH","Bishop Eastern Sierra Regional Airport","37.22","-118.21","BIH","-8","USA"
"KBIL","Billings-Logan International Airport","45.48","-108.54","BIL","-7","USA"
"KBIS","Bismarck Airport","46.77","-100.75","BIS","-6","USA"
"KBJC","Denver Rocky Mountain Metropolitan Airport","39.53","-105.07","BJC","-7","USA"
"KBJI","Bemidji Regional Airport","47.51","-94.93","BJI","-5","USA"
"KBKL","Cleveland Burke Lakefront Airport","41.52","-81.68","BKL","-5","USA"
"KBKW","Raleigh County Memorial Airport","37.79","-81.12","BKW","-5","USA"
"KBLI","Bellingham International Airport","48.79","-122.54","BLI","-8","USA"
"KBLV","Belleville MidAmerica St. Louis Airport","38.32","-89.5","BLV","-6","USA"
"KBMG","Bloomington Monroe County Airport","39.08","-86.37","BMG","-4","USA"
"KBMI","Central Illinois Regional Airport at Bloomington-Normal","40.48","-88.92","BMI","-6","USA"
"KBMQ","Burnet Municipal Airport","30.74","-98.23","BMQ","-6","USA"
"KBNA","Nashville International Airport","36.08","-86.41","BNA","-6","USA"
"KBOI","Boise Airport","43.34","-116.13","BOI","-7","USA"
"KBOS","Boston Logan International Airport","42.22","-71","BOS","-5","USA"
"KBOW","Bartow Executive Airport","27.94","-81.78","BOW","-5","USA"
"KBPI","Miley Memorial Field Airport","42.58","-110.1","BPI","-7","USA"
"KBPT","Jack Brooks Regional Airport","30.05","-94.06","BPT","-5","USA"
"KBQK","Brunswick Golden Isles Airport","31.25","-81.46","BQK","-5","USA"
"KBRD","Brainerd Lakes Regional Airport","46.4","-94.14","BRD","-6","USA"
"KBRL","Southeast Iowa-Summer-Burlington Regional Airport","40.78","-91.13","BRL","-5","USA"
"KBRO","Brownsville South Padre Island International Airport","25.55","-97.25","BRO","-6","USA"
"KBTM","Bert Mooney Airport","45.95","-112.5","BTM","-7","USA"
"KBTR","Baton Rouge Metropolitan Airport","30.32","-91.09","BTR","-5","USA"
"KBTV","Burlington International Airport","44.28","-73.09","BTV","-5","USA"
"KBUF","Buffalo Niagara International Airport","42.56","-78.44","BUF","-5","USA"
"KBUR","Hollywood Burbank Airport","34.12","-118.21","BUR","-8","USA"
"KBVS","Skagit Regional Airport","48.47","-122.42","BVS","-7","USA"
"KBVU","Boulder City Municipal Airport","35.95","-114.86","BVU","-8","USA"
"KBVY","Beverly Regional Airport","42.35","-70.55","BVY","-5","USA"
"KBWD","Brownwood Regional Airport","31.79","-98.58","BWD","-6","USA"
"KBWI","Baltimore/Washington International Thurgood Marshall Airport","39.1","-76.4","BWI","-5","USA"
"KBZN","Bozeman Yellowstone International Airport","45.78","-111.15","BZN","-7","USA"
"KCAE","Columbia Metropolitan Airport","33.57","-81.07","CAE","-5","USA"
"KCAK","Akron-Canton Airport","40.92","-81.44","CAK","-5","USA"
"KCBK","Colby Municipal Airport","39.43","-101.05","CBK","-5","USA"
"KCCR","Concord Buchanan Field Airport","37.59","-122.03","CCR","-8","USA"
"KCDC","Cedar City Regional Airport","37.7","-113.1","CDC","-6","USA"
"KCDR","Chadron Municipal Airport","42.84","-103.09","CDR","-6","USA"
"KCEC","Del Norte County Regional Airport","41.78","-124.24","CEC","-7","USA"
"KCEZ","Cortez Municipal Airport","37.3","-108.63","CEZ","-7","USA"
"KCGI","Cape Girardeau Regional Airport","37.23","-89.56","CGI","-6","USA"
"KCHA","Chattanooga Airport","35.02","-85.12","CHA","-5","USA"
"KCHO","Charlottesville Albemarle Airport","38.14","-78.45","CHO","-5","USA"
"KCHS","Charleston International Airport","32.46","-79.55","CHS","-5","USA"
"KCIC","Chico Municipal Airport","39.48","-121.51","CIC","-7","USA"
"KCID","The Eastern Iowa Airport","41.88","-91.71","CID","-6","USA"
"KCIU","Chippewa County International Airport","46.25","-84.47","CIU","-5","USA"
"KCKV","Clarksville Montgomery County Regional Airport","36.62","-87.42","CKV","-5","USA"
"KCLE","Cleveland Hopkins International Airport","41.25","-81.51","CLE","-5","USA"
"KCLL","Easterwood Airport","30.35","-96.22","CLL","-6","USA"
"KCLM","William R Fairchild International Airport","48.12","-123.5","CLM","-7","USA"
"KCLT","Charlotte Douglas International Airport","35.13","-80.56","CLT","-5","USA"
"KCMA","Camarillo Airport","34.12","-119.05","CMA","-8","USA"
"KCMH","John Glenn Columbus International Airport","40","-82.53","CMH","-5","USA"
"KCMI","Willard Airport","40.04","-88.28","CMI","-5","USA"
"KCMX","Houghton County Memorial Airport","47.17","-88.49","CMX","-5","USA"
"KCNM","Cavern City Air Terminal","32.2","-104.16","CNM","-7","USA"
"KCNO","Chino Airport","33.58","-117.38","CNO","-8","USA"
"KCOD","Yellowstone Regional Airport","44.52","-109.02","COD","-6","USA"
"KCOE","Coeur d'Alene Airport","47.46","-116.49","COE","-7","USA"
"KCOS","Colorado Springs Airport","38.49","-104.43","COS","-6","USA"
"KCOU","Columbia Regional Airport","38.57","-92.2","COU","-5","USA"
"KCPR","Casper-Natrona County International Airport","42.55","-106.28","CPR","-6","USA"
"KCPS","St. Louis Downtown Airport","38.34","-90.92","CPS","-6","USA"
"KCQF","Fairhope H. L. Sonny Callahan Airport","30.27","-87.52","QTQ","-6","USA"
"KCRG","Jacksonville Executive at Craig Airport","30.34","-81.52","CRG","-5","USA"
"KCRP","Corpus Christi International Airport","27.46","-97.3","CRP","-5","USA"
"KCRQ","McClellan-Palomar Airport","33.07","-117.16","CLD","-8","USA"
"KCRW","West Virginia International Yeager Airport","38.38","-81.59","CRW","-5","USA"
"KCSG","Columbus Airport","32.52","-84.94","CSG","-5","USA"
"KCVG","Cincinnati/Northern Kentucky International Airport","39.09","-84.27","CVG","-5","USA"
"KCWA","Central Wisconsin Airport","44.78","-89.67","CWA","-6","USA"
"KCYS","Cheyenne Regional Airport","41.09","-104.48","CYS","-6","USA"
"KDAB","Daytona Beach International Airport","29.18","-81.06","DAB","-5","USA"
"KDAL","Dallas Love Field Airport","32.51","-96.51","DAL","-6","USA"
"KDAY","Dayton International Airport","39.45","-84.11","DAY","-5","USA"
"KDBQ","Dubuque Regional Airport","42.4","-90.71","DBQ","-6","USA"
"KDCA","Ronald Reagan Washington National Airport","38.51","-77.02","DCA","-5","USA"
"KDDC","Dodge City Regional Airport","37.76","-99.97","DDC","-5","USA"
"KDEC","Decatur Airport","39.83","-88.87","DEC","-6","USA"
"KDEN","Denver International Airport","39.52","-104.4","DEN","-7","USA"
"KDFW","Dallas/Fort Worth International Airport","32.46","-96.47","DFW","-6","USA"
"KDHN","Dothan Regional Airport","31.19","-85.27","DHN","-6","USA"
"KDIK","Dickinson-Theodore Roosevelt Regional Airport","46.8","-102.8","DIK","-7","USA"
"KDLH","Duluth International Airport","46.5","-92.11","DLH","-6","USA"
"KDNA","Dona Ana County International Jetport Airport","31.88","-106.7","DNA","-7","USA"
"KDRO","Durango-La Plata County Airport","37.09","-107.45","DRO","-7","USA"
"KDRT","Del Rio International Airport","29.22","-100.55","DRT","-5","USA"
"KDSM","Des Moines International Airport","41.32","-93.39","DSM","-6","USA"
"KDTN","Shreveport Downtown Airport","32.54","-93.75","DTN","-5","USA"
"KDTS","Destin Fort Walton Beach Airport","30.29","-86.31","DSI","-5","USA"
"KDTW","Detroit Metropolitan Wayne County Airport","42.13","-83.21","DTW","-5","USA"
"KDUJ","Dubois Regional Airport","41.18","-78.9","DUJ","-5","USA"
"KDVL","Devils Lake Regional Airport","48.11","-98.91","DVL","-5","USA"
"KDWH","Houston David Wayne Hooks Memorial Airport","30.07","-95.55","DWH","-6","USA"
"KDXR","Danbury Municipal Airport","41.37","-73.48","DXR","-6","USA"
"KDZB","Horseshoe Bay Resort","30.53","-98.36","DZB","-6","USA"
"KEAR","Kearney Regional Airport","40.73","-99.01","EAR","-5","USA"
"KEAT","Pangborn Memorial Airport","47.4","-120.21","EAT","-7","USA"
"KEAU","Chippewa Valley Regional Airport","44.87","-91.48","EAU","-5","USA"
"KEBG","South Texas International Airport At Edinburg","26.44","-98.13","EBG","-6","USA"
"KECP","Northwest Florida Beaches International Airport","30.36","-85.8","ECP","-5","USA"
"KEDC","Austin Executive Airport","30.39","-97.57","EDC","-6","USA"
"KEFO","Elko Regional Airport","40.82","-115.79","EKO","-7","USA"
"KEGE","Eagle County Regional Airport","39.64","-106.92","EGE","-6","USA"
"KELD","South Arkansas Regional Airport","33.13","-92.49","ELD","-6","USA"
"KELM","Elmira Corning Regional Airport","42.16","-76.89","ELM","-5","USA"
"KELP","El Paso International Airport","31.48","-106.23","ELP","-6","USA"
"KELY","Ely Airport","39.3","-114.84","ELY","-8","USA"
"KERI","Erie International Airport","42.08","-80.18","ERI","-5","USA"
"KERV","Kerrville Municipal Airport","29.98","-99.09","ERV","-5","USA"
"KESC","Delta County Airport","45.72","-87.09","ESC","-5","USA"
"KEUG","Eugene Airport","44.12","-123.22","EUG","-7","USA"
"KEVV","Evansville Regional Airport","38.04","-87.53","EVV","-6","USA"
"KEWN","Coastal Carolina Regional Airport","35.04","-77.03","EWN","-5","USA"
"KEWR","Newark Liberty International Airport","40.41","-74.1","EWR","-5","USA"
"KEYW","Key West International Airport","24.33","-81.46","EYW","-5","USA"
"KFAR","Hector International Airport","46.55","-96.48","FAR","-6","USA"
"KFAT","Fresno Yosemite International Airport","36.46","-119.43","FAT","-7","USA"
"KFAY","Fayetteville Regional Airport","34.99","-78.88","FAY","-5","USA"
"KFCM","Minneapolis Flying Cloud Airport","44.49","-93.27","FCM","-6","USA"
"KFFZ","Mesa Falcon Field Airport","33.27","-111.43","MSC","-7","USA"
"KFHB","Fernandina Beach Municipal Airport","30.36","-81.46","FHB","-5","USA"
"KFKL","Venango Regional Airport","41.38","-79.86","FKL","-5","USA"
"KFLG","Flagstaff Pulliam Airport","35.14","-111.67","FLG","-7","USA"
"KFLL","Fort Lauderdale-Hollywood International Airport","26.04","-80.1","FLL","-5","USA"
"KFLO","Florence Regional Airport","34.11","-79.43","FLO","-5","USA"
"KFMN","Four Corners Regional Airport","36.45","-108.14","FMN","-7","USA"
"KFMY","Fort Myers Page Field Airport","26.59","-81.86","FMY","-5","USA"
"KFNL","Northern Colorado Regional Airport","40.45","-105.01","FNL","-6","USA"
"KFNT","Bishop International Airport","42.97","-83.74","GNT","-5","USA"
"KFOD","Fort Dodge Regional Airport","42.33","-94.11","FOD","-5","USA"
"KFOE","Topeka Regional Airport","38.95","-95.66","FOE","-6","USA"
"KFOK","Westhampton Beach Francis S Gabresk Airport","40.5","-72.38","FOK","-5","USA"
"KFOT","Fortuna Rohnerville Airport","40.33","-124.07","QTO","-8","USA"
"KFPR","Fort Pierce Treasure Coast International Airport","27.49","-80.37","FPR","-5","USA"
"KFRG","Farmingdale Republic Airport","40.73","-73.42","FRG","-5","USA"
"KFSD","Sioux Falls Regional Airport","43.58","-96.74","FSD","-5","USA"
"KFSM","Fort Smith Regional Airport","35.2","-94.22","FSM","-5","USA"
"KFSW","Fort Madison Airport","40.66","-91.33","FMS","-6","USA"
"KFTW","Fort Worth Meacham International Airport","32.82","-97.36","FTW","-6","USA"
"KFTY","Atlanta Fulton County Airport","33.78","-84.52","FTY","-5","USA"
"KFWA","Fort Wayne International Airport","40.98","-85.2","FWA","-5","USA"
"KFXE","Fort Lauderdale Executive Airport","26.19","-80.1","FXE","-5","USA"
"KGBM","Greater Binghamton Airport","42.21","-75.97","BGM","-5","USA"
"KGCC","Northeast Wyoming Regional Airport","44.35","-105.54","GCC","-6","USA"
"KGCK","Garden City Regional Airport","37.56","-100.44","GCK","-5","USA"
"KGEG","Spokane International Airport","47.38","-117.32","GEG","-8","USA"
"KGFK","Grand Forks International Airport","47.57","-97.11","GFK","-5","USA"
"KGFL","Glens Falls Floyd Bennett Memorial Airport","43.23","-73.36","GFL","-5","USA"
"KGGG","East Texas Regional Airport","32.23","-94.43","GGG","-6","USA"
"KGJT","Grand Junction Regional Airport","39.12","-108.53","GJT","-7","USA"
"KGKY","Arlington Municipal Airport","32.39","-97.53","QQG","-6","USA"
"KGLH","Greenville Mid Delta Regional Airport","33.48","-90.99","GLH","-6","USA"
"KGLS","Galveston Scholes International Airport","29.27","-94.86","GLS","-6","USA"
"KGMU","Greenville Downtown Airport","34.84","-82.35","GMU","-5","USA"
"KGNV","Gainesville Regional Airport","29.41","-82.16","GNV","-5","USA"
"KGON","New London Groton Airport","41.19","-72.02","GON","-5","USA"
"KGPI","Glacier Park International Airport","48.31","-114.86","FCA","-7","USA"
"KGPT","Gulfport-Biloxi International Airport","30.41","-89.07","GPT","-5","USA"
"KGPZ","Grand Rapids/Itasca County Airport","47.21","-93.51","GPZ","-6","USA"
"KGRB","Green Bay Austin Straubel International Airport","44.29","-88.08","GRB","-6","USA"
"KGRI","Central Nebraska Regional Airport","40.97","-98.31","GRI","-6","USA"
"KGRK","Killeen-Fort Hood Regional Airport","31.05","-97.41","GRK","-5","USA"
"KGRR","Gerald R. Ford International Airport","42.53","-85.32","GRR","-5","USA"
"KGSO","Piedmont Triad International Airport","36.05","-79.56","GSO","-5","USA"
"KGSP","Greenville-Spartanburg International Airport","34.9","-82.22","GSP","-5","USA"
"KGTF","Great Falls International Airport","47.3","-111.22","GTF","-6","USA"
"KGTR","Golden Triangle Regional Airport","33.45","-88.59","GTR","-5","USA"
"KGTU","Georgetown Municipal Airpor","30.41","-97.67","QTG","-6","USA"
"KGUC","Gunnison Crested Butte Regional Airport","38.53","-106.93","GUC","-7","USA"
"KGYI","Sherman North Texas Regional Airport","33.42","-96.4","PNX","-6","USA"
"KGYR","Phoenix-Goodyear Airport","33.42","-112.37","GYR","-7","USA"
"KHAO","Hamilton Butler County Regional Airport","39.22","-84.31","HOA","-5","USA"
"KHCR","Heber Valley Airport","40.48","-111.43","HCR","-6","USA"
"KHDC","Hammond North Shore Regional Airport","30.52","-90.42","HDC","-6","USA"
"KHDN","Yampa Valley Regional Airport","40.48","-107.22","HDN","-6","USA"
"KHEF","Manassas Regional Airport","38.73","-77.51","MNZ","-5","USA"
"KHIB","Range Regional Airport","47.23","-92.5","HIB","-7","USA"
"KHII","Lake Havasu City Airport","34.57","-114.36","HII","-7","USA"
"KHIO","Portland Hillsboro Airport","45.32","-122.56","HIO","-8","USA"
"KHLN","Helena Regional Airport","46.36","-111.59","HLN","-7","USA"
"KHMP","Atlanta Speedway Airport","33.88","-84.31","HMP","-5","USA"
"KHND","Las Vegas Henderson Executive Airport","35.58","-115.08","HSH","-8","USA"
"KHOB","Lea County Regional Airport","32.41","-103.13","HOB","-7","USA"
"KHON","Huron Regional Airport","44.23","-98.14","HON","-6","USA"
"KHOT","Memorial Field Airport","34.48","-93.1","HOT","-6","USA"
"KHOU","William P. Hobby Airport","29.39","-95.18","HOU","-6","USA"
"KHPN","Westchester County Airport","41.04","-73.42","HPN","-5","USA"
"KHRL","Valley International Airport","26.12","-97.45","HRL","-5","USA"
"KHRO","Boone County Regional Airport","36.14","-93.07","HRO","-6","USA"
"KHSD","Sundance Airport","35.61","-97.71","HSD","-5","USA"
"KHSV","Huntsville International Airport","34.64","-86.78","HSV","-5","USA"
"KHTS","Huntington Tri-State Airport","38.37","-82.56","HTS","-5","USA"
"KHUT","Hutchinson Airport","38.07","-97.86","HUT","-5","USA"
"KHVN","Tweed New Haven Airport","41.26","-72.89","HVN","-5","USA"
"KHVR","Havre City-County Airport","48.33","-109.46","HVR","-7","USA"
"KHXD","Hilton Head Island Airport","32.22","-80.7","HXD","-5","USA"
"KHYA","Barnstable Municipal Airport","41.67","-70.28","HYA","-5","USA"
"KHYI","San Marcos Municipal Airport","29.53","-97.52","HYI","-6","USA"
"KHYS","Hays Regional Airport","38.84","-99.27","HYS","-5","USA"
"KHYW","Conway-Horry County�(KHYW)","33.49","-79.7","HYW","-5","USA"
"KIAD","Dulles International Airport","38.57","-77.27","IAD","-5","USA"
"KIAG","Niagara Falls International Airport","43.11","-78.95","IAG","-5","USA"
"KIAH","George Bush Intercontinental Airport","29.59","-95.2","IAH","-6","USA"
"KICT","Wichita Dwight D. Eisenhower National Airport","37.39","-97.26","ICT","-6","USA"
"KIDA","daho Falls Regional Airport","43.51","-112.07","IDA","-6","USA"
"KIFP","Laughlin/Bullhead International Airport","35.16","-114.56","IFP","-7","USA"
"KIGM","Kingman Airport","35.26","-113.94","IGM","-7","USA"
"KILG","Wilmington New Castle Airport","39.4","-75.36","ILG","-5","USA"
"KILM","Wilmington International Airport","34.16","-77.54","ILM","-5","USA"
"KILN","Wilmington Air Park ","39.25","-83.47","ILN","-5","USA"
"KIMS","Madison Municipal Airport","38.45","-85.27","IMS","-6","USA"
"KIMT","Ford Airport","45.82","-88.11","IMT","-5","USA"
"KIND","Indianapolis International Airport","39.44","-86.17","IND","-5","USA"
"KINL","Falls International Airport","48.34","-93.24","INL","-5","USA"
"KIPL","Imperial County Airport","32.5","-115.34","IPL","-7","USA"
"KIPT","Williamsport Regional Airport","41.15","-76.55","IPT","-5","USA"
"KISN","Sloulin Field International Airport","48.11","-103.39","ISN","-6","USA"
"KISO","Kinston Regional Jetport","35.33","-77.61","ISO","-5","USA"
"KISP","Long Island MacArthur Airport","40.48","-73.06","ISP","-5","USA"
"KITH","Ithaca Tompkins International Airport","42.49","-76.46","ITH","-5","USA"
"KIWA","Phoenix-Mesa Gateway Airport","33.31","-111.66","AZA","-7","USA"
"KIWD","Gogebic - Iron County Airport","46.53","-90.13","IWD","-5","USA"
"KIWS","Houston West Airport","29.82","-95.67","IWS","-6","USA"
"KIYK","Inyokern Airport","35.39","-117.49","IYK","-8","USA"
"KJAC","Jackson Hole Airport","43.61","-110.74","JAC","-7","USA"
"KJAN","Jackson-Medgar Wiley Evers International Airport","32.19","-90.05","JAN","-6","USA"
"KJAX","Jacksonville International Airport","30.49","-81.69","JAX","-5","USA"
"KJBR","Jonesboro Municipal Airport","35.5","-90.39","JBR","-5","USA"
"KJFK","John F. Kennedy International Airport","40.38","-73.47","JFK","-5","USA"
"KJHW","Chautauqua County Jamestown Airport","42.16","-79.26","JHW","-5","USA"
"KJKA","Gulf Shores Jack Edwards Airport","30.17","-87.4","GUF","-6","USA"
"KJLN","Joplin Regional Airport","37.15","-94.49","JLN","-6","USA"
"KJMS","Jamestown Regional Airport","46.93","-98.68","JMS","-6","USA"
"KJPX","East Hampton Airport","40.57","-72.15","HTO","-5","USA"
"KJQF","Concord Regional Airport","35.38","-80.72","USA","-5","USA"
"KJST","John Murtha Johnstown-Cambria County Airport","40.32","-78.83","JST","-6","USA"
"KJWN","Nashville John C. Tune Airport","36.18","-86.88","QQN","-5","USA"
"KJZI","Charleston Executive Airport","32.7","-80.01","JZI","-5","USA"
"KLAA","Southeast Colorado Regional Airport","38.07","-102.69","LAA","-7","USA"
"KLAL","Lakeland Linder International Airport","27.59","-82.01","LAL","-5","USA"
"KLAN","Capital Region International Airport","42.47","-84.35","LAN","-5","USA"
"KLAR","Laramie Regional Airport","41.31","-105.68","LAR","-6","USA"
"KLAS","Harry Reid International Airport","36.05","-115.1","LAS","-8","USA"
"KLAW","Lawton-Fort Sill Regional Airport","34.57","-98.42","LAW","-6","USA"
"KLAX","Los Angeles International Airport","33.56","-118.24","LAX","-8","USA"
"KLBB","Lubbock Preston Smith International Airport","33.4","-101.5","LBB","-6","USA"
"KLBE","Arnold Palmer Regional Airport","40.28","-79.4","LBE","-5","USA"
"KLBF","North Platte-Lee Bird Regional Airport","41.13","-100.68","LBF","-6","USA"
"KLBL","Liberal Airport","37.04","-100.96","LBL","-5","USA"
"KLCH","Lake Charles Regional Airport","30.07","-93.13","LCH","-6","USA"
"KLCI","Laconia Municipal Airport","43.34","-71.26","LCI","-5","USA"
"KLCK","Rickenbacker International Airport","39.81","-82.93","LCK","-5","USA"
"KLCQ","Lake City Gateway Airport","30.18","-82.58","LCQ","-5","USA"
"KLEB","Lebanon Municipal Airport","43.63","-72.3","LEB","-5","USA"
"KLEE","Leesburg International Airport","28.83","-81.81","LEE","-5","USA"
"KLEX","Blue Grass Airport","38.04","-84.61","LEX","-5","USA"
"KLFT","Lafayette Regional Airport","30.12","-92","LFT","-5","USA"
"KLGA","LaGuardia Airport","40.46","-73.52","LGA","-5","USA"
"KLGB","Long Beach Airport","33.49","-118.09","LGB","-7","USA"
"KLHM","Lincoln Regional/Karl Harder Field","38.55","-121.21","LHM","-8","USA"
"KLHW","Lanzhou Zhongchuan Airport","36.01","-103.45","LHW","-8","USA"
"KLIT","Bill and Hillary Clinton National Airport","34.44","-92.14","LIT","-6","USA"
"KLMS","Louisville Winston County Airport ","33.84","-89.35","LMS","-5","USA"
"KLMT","Crater Lake - Klamath Regional Airport","42.16","-121.73","LMT","-7","USA"
"KLNK","Lincoln Airport","40.51","-96.45","LNK","-5","USA"
"KLOM","Philadelphia Wings Field Airport","40.08","-75.15","BBX","-5","USA"
"KLOZ","London Corbin Airport","37.05","-84.04","LOZ","-5","USA"
"KLRD","Laredo International Airport","27.32","-99.28","LRD","-5","USA"
"KLRF","Little Rock Air Force Base","34.92","-92.15","LRF","-6","USA"
"KLRU","Las Cruces International Airport","32.17","-106.55","LRU","-6","USA"
"KLSE","La Crosse Regional Airport","43.88","-91.26","LSE","-8","USA"
"KLUK","Cincinnati Municipal Airport - Lunken Field","39.06","-84.25","LUK","-5","USA"
"KLWB","Greenbrier Valley Airport","37.86","-80.4","LWB","-5","USA"
"KLWS","Lewiston-Nez Perce County Regional Airport","46.37","-117.02","LWS","-5","USA"
"KLYH","Lynchburg Regional Airport","37.33","-79.2","LYH","-5","USA"
"KLZU","Gwinnett County Airport","33.98","-83.96","LZU","-5","USA"
"KMAF","Midland International Air & Space Port","31.56","-102.12","MAF","-5","USA"
"KMBS","MBS International Airport","43.53","-84.08","MBS","-5","USA"
"KMCC","Sacramento McClellan Airport","38.4","-121.4","MCC","-8","USA"
"KMCE","Merced Regional Airport","37.28","-120.51","MCE","-7","USA"
"KMCI","Kansas City International Airport","39.18","-94.44","MCI","-6","USA"
"KMCK","McCook Ben Nelson Regional Airport","40.21","-100.59","MCK","-6","USA"
"KMCN","Middle Georgia Regional Airport","32.41","-83.39","MCN","-5","USA"
"KMCO","Orlando International Airport","28.27","-81.2","MCO","-5","USA"
"KMCW","Mason City Municipal Airport","43.16","-93.33","MCW","-6","USA"
"KMDD","Midland Airpark","32.02","-102.06","MDD","-6","USA"
"KMDS","Madison Municipal Airport-Mds","44.02","-97.09","MDS","-6","USA"
"KMDT","Harrisburg International Airport","40.1","-76.45","MDT","-5","USA"
"KMDW","Chicago Midway International Airport","41.47","-87.45","DW","-5","USA"
"KMEI","Meridian Regional Airport","32.33","-88.75","MEI","-5","USA"
"KMEM","Memphis International Airport","35.04","-89.58","MEM","-6","USA"
"KMFE","McAllen International Airport","26.11","-98.14","MFE","-5","USA"
"KMFR","Rogue Valley International Medford Airport","42.22","-122.52","MFR","-7","USA"
"KMGJ","Montgomery Orange County Airport","41.51","-74.26","MGJ","-5","USA"
"KMGM","Montgomery Airport","32.3","-86.39","MGM","-6","USA"
"KMGW","Morgantown Municipal Airport","39.64","-79.91","MGW","-5","USA"
"KMGY","Dayton Wright Brothers Airport","39.59","-84.22","MGY","-5","USA"
"KMHK","Manhattan Regional Airport","39.14","-96.67","MHK","-5","USA"
"KMHR","Sacramento Mather Airport","38.56","-111.3","MHR","-8","USA"
"KMHT","Manchester-Boston Regional Airport","42.93","-71.44","MHT","-5","USA"
"KMIA","Miami International Airport","25.48","-80.17","MIA","-5","USA"
"KMJX","Toms River Ocean County Airport","39.56","-74.18","MJX","-5","USA"
"KMKC","Kansas City Downtown Airport","39.17","-94.42","MKC","-6","USA"
"KMKE","General Mitchell International Airport","2.56","-87.53","MKE","-5","USA"
"KMKG","Muskegon County Airport","43.17","-86.24","MKG","-5","USA"
"KMKL","McKellar-Sipes Regional Airport","35.36","-88.55","MKL","-6","USA"
"KMLB","Melbourne Orlando International Airport","28.06","-80.38","MLB","-5","USA"
"KMLI","Quad City International Airport","41.45","-90.51","MLI","-6","USA"
"KMLU","Monroe Regional Airport","32.3","-92.02","MLU","-5","USA"
"KMMH","Mammoth Yosemite Airport","37.37","-118.5","MMH","-7","USA"
"KMMU","Morristown Municipal Airport","40.78","-74.42","MMU","-5","USA"
"KMOB","Mobile Regional Airport","30.41","-88.02","MOB","-6","USA"
"KMOD","Modesto City County Airport","37.38","-120.58","MOD","-8","USA"
"KMOT","Minot International Airport","48.16","-101.17","MOT","-5","USA"
"KMQI","Dare County Regional Airport ","35.55","-75.41","MEO","-5","USA"
"KMRC","Columbia Maury County Airport","35.56","-87.18","MRC","-5","USA"
"KMRF","Marfa Municipal Airport","30.22","-104.01","MRF","-6","USA"
"KMRY","Monterey Regional Airport","36.35","-121.5","MRY","-8","USA"
"KMSL","Northwest Alabama Regional Airport","34.75","-87.61","MSL","-6","USA"
"KMSN","Dane County Regional Airport","43.08","-89.2","MSN","-5","USA"
"KMSO","Missoula Montana Airport","46.92","-114.09","MSO","-7","USA"
"KMSP","Minneapolis Saint Paul International Airport","44.54","-93.13","MSP","-5","USA"
"KMSS","Massena International Airport","44.56","-74.51","MSS","-5","USA"
"KMSY","Louis Armstrong New Orleans International Airport","29.57","-90.04","MSY","-5","USA"
"KMTH","Marathon Florida Keys Airport","24.73","-81.05","MTH","-5","USA"
"KMTJ","Montrose Regional Airport","38.51","-107.89","MTJ","-6","USA"
"KMTN","Baltimore Martin State Airport","39.93","-76.42","MTN","-5","USA"
"KMVY","Martha's Vineyard Airport","41.39","-70.61","MVY","-5","USA"
"KMWA","Marion Williamson County Regional Airport","37.45","-89.01","MWA","-5","USA"
"KMWL","Mineral Wells Airport","32.47","-98.06","MWL","-6","USA"
"KMYL","McCall Municipal Airport","44.53","-116.06","MYL","-7","USA"
"KMYR","Myrtle Beach International Airport","33.42","-78.58","MYR","-5","USA"
"KNAB","Southwest Georgia Regional Airport","31.53","-84.19","NAB","-5","USA"
"KNBC","Begishevo Airport","55.34","-52.06","NBC","-5","USA"
"KNBW","Leeward Point Field","19.9","-75.15","NBW","-5","USA"
"KNEA","Brunswick Golden Isles Airport","31.15","-81.27","NEA","-5","USA"
"KNEW","New Orleans Lakefront Airport","30.04","-90.03","NEW","-6","USA"
"KNYL","Yuma International Airport","32.66","-114.61","NYL","-7","USA"
"KOAJ","Albert J Ellis Airport","34.83","-77.61","OAJ","-5","USA"
"KOAK","Oakland International Airport","37.43","-122.13","OAK","-8","USA"
"KOGD","Ogden Hinckley Airport","41.11","-112.01","OGD","-7","USA"
"KOGS","Ogdensburg International Airport","44.41","-75.28","OGS","-5","USA"
"KOJC","Kansas City Johnson County Executive Airport","38.85","-94.74","OJC","-5","USA"
"KOKC","Will Rogers World Airport","35.24","-97.37","OKC","-6","USA"
"KOLV","Olive Branch/Taylor Field Airport","34.59","-89.47","OLV","-5","USA"
"KOMA","Eppley Airfield","41.18","-95.54","OMA","-5","USA"
"KONT","Ontario International Airport","34.03","-117.37","ONT","-8","USA"
"KOPF","Miami-Opa Locka Executive Airport","25.91","-80.28","OPF","-5","USA"
