"ICAO","Name","Latitude","Longitude","IATA","GMT","Country code"
"ENTC","Tromso Airport","69.41","18.56","TOS","1","NOR"
"ENTO","Sandefjord Airport","59.12","10.14","TRF","1","NOR"
"ENVA","Trondheim Airport","63.25","10.25","TRD","1","NOR"
"ENVD","Vadso Airport","70.04","29.45","VDS","1","NOR"
"ENZV","Stavanger Airport","58.53","5.38","SVG","1","NOR"
"EPBY","Bydgoszcz Airport","53.05","17.58","BZG","1","POL"
"EPGD","Gdansk Lech Walesa Airport","54.24","18.36","GDN","1","POL"
"EPKK","John Paul II Krakow-Balice International Airport","50.12","19.59","KRK","1","POL"
"EPKT","Katowice Airport","50.29","19.05","KTW","1","POL"
"EPMO","Warsaw Modlin Airport","52.27","20.65","WMI","1","POL"
"EPPO","Poznań Lawica Henryk Wieniawski Airport","52.25","16.5","POZ","1","POL"
"EPRZ","Rzeszow-Jasionka Airport","50.02","22","RZE","1","POL"
"EPSC","Solidarity Szczecin-Goleniow Airport","53.35","14.54","SZZ","1","POL"
"EPWA","Warsaw Chopin Airport","52.1","20.58","WAW","1","POL"
"EPWR","Copernicus Airport","51.08","16.58","WRO","1","POL"
"EPZG","Zielona Gora Airport","51.56","15.31","IEG","1","POL"
"ESDF","Ronneby Airport","56.16","15.16","RNB","1","SWE"
"ESGG","Gothenburg-Landvetter Airport","57.43","11.58","GOT","1","SWE"
"ESGJ","Jonkoping Airport","57.46","14.05","JKG","1","SWE"
"ESGP","Save Airport","57.47","11.58","GSE","1","SWE"
"ESGT","Trollhattan Vanersborg Airport","58.16","12.18","THN","1","SWE"
"ESKM","Mora Siljan Airport","61","14.33","MXX","1","SWE"
"ESKN","Stockholm Skavsta Airport","58.47","16.54","NYO","1","SWE"
"ESMK","Kristianstad Airport","55.55","14.05","KID","1","SWE"
"ESMO","Oskarshamn Airport","57.16","16.26","SOK","1","SWE"
"ESMQ","Kalmar Oland Airport","56.41","16.17","KLR","1","SWE"
"ESMS","Malmo Airport","55.33","13.22","MMX","1","SWE"
"ESMT","Halmstad City Airport","56.41","12.49","HAD","1","SWE"
"ESMX","Smaland Airport","56.52","14.49","VXO","1","SWE"
"ESND","Harjedalen Sveg Airport","62.02","14.2","EVG","1","SWE"
"ESNG","Gallivare Airport","67","20.5","GEV","1","SWE"
"ESNK","High Coast Airport","62.53","17.5","KRF","1","SWE"
"ESNL","Lycksele Airport","64.36","18.4","LYC","1","SWE"
"ESNN","Sundsvall-Timra Airport","62.23","17.18","SDL","1","SWE"
"ESNO","Ornskoldsvik Airport","63.25","18.6","OER","1","SWE"
"ESNQ","Kiruna Airport","67.49","20.2","KRN","1","SWE"
"ESNS","Skelleftea Airport","64.38","21.05","SFT","1","SWE"
"ESNU","Umea Airport","63.48","20.17","UME","1","SWE"
"ESNV","South Lapland Airport","64.37","16.39","VHM","1","SWE"
"ESNX","Arvidsjaur Airport","65.5922","19.26","AJR","1","SWE"
"ESOE","Orebro Lans Flygplats","59.15","15.14","ORB","1","SWE"
"ESOW","Stockholm Vasteras Airport","59.35","16.38","VST","1","SWE"
"ESPA","Lulea Airport","65.33","22.08","LLA","1","SWE"
"ESPC","Are Ostersund Airport","63.11","14.3","OSD","1","SWE"
"ESSA","Stockholm Arlanda Airport","59.65","17.92","ARN","1","SWE"
"ESSB","Bromma Stockholm Airport","59.21","17.57","BMA","1","SWE"
"ESSD","Dala Airport","60.22","15.3","BLE","1","SWE"
"ESSL","Linkoping City Airport","58.24","15.31","LPI","1","SWE"
"ESSP","Norrkoping Airport","58.37","16.05","NRK","1","SWE"
"ESSQ","Karlstad Airport","59.22","13.28","KSD","1","SWE"
"ESSV","Visby Airport","57.4","18.21","VBY","1","SWE"
"ESTA","Angelholm Helsingborg Airport","56.2873","12.87","AGH","1","SWE"
"ETAR","Ramstein Air Base","49.44","7.6","RMS","1","DEU"
"ETNL","Rostock Laage Airport","53.55","12.16","RLG","1","DEU"
"ETOU","Wiesbaden Airport","50.03","8.19","WIE","1","DEU"
"ETSI","Ingolstadt Manching Airport","48.43","11.32","IGS","1","DEU"
"EVRA","Riga International Airport ","56.55","23.58","RIX","3","LVA"
"EYVI","Vilnius International Airport","54.38","25.17","VNO","3","LVA"
"FABL","Bram Fischer International Airport","-29.06","26.11","BFN","2","ZAF"
"FACT","Cape Town International Airport","-33.55","18.22","CPT","2","ZAF"
"FAEL","East London Airport","-33.03","27.49","ELS","2","ZAF"
"FAGG","George Airport","-33.58","22.25","GRJ","2","ZAF"
"FAHS","Air Force Base Hoedspruit","-24.21","30.57","HDS","2","ZAF"
"FAJS","Tambo International Airport","-26.15","28.09","JNB","2","ZAF"
"FAKM","Kimberley Airport","-28.48","24.46","KIM","2","ZAF"
"FALA","Lanseria International Airport","-26.05","27.35","HLA","2","ZAF"
"FALE","King Shaka International Airport","-29.58","30.57","DUR","2","ZAF"
"FAOA","Andimba Toivo ya Toivo Airport","-17.54","15.58","OND","2","NAM"
"FAOG","Oranjemund Airport","-28.35","16.27","OMD","2","NAM"
"FAOR","O. R. Tambo International Airport ","26.08","28.15","JNB","2","ZAF"
"FAPE","Port Elizabeth International Airport","-33.59","25.37","PLZ","2","ZAF"
"FAPH","Hendrik Van Eck Airport","-23.59","31.07","PHW","2","ZAF"
"FAPI","Pietersburg Civil Aerodrome","-23.55","29.28","PTG","2","ZAF"
"FAPM","Pietermaritzburg Airport","-29.39","30.24","PZB","2","ZAF"
"FARB","Richards Bay Airport","-28.47","32.06","RCB","2","ZAF"
"FARK","Walvis Bay International Airport","-22.58","14.29","WVB","2","ZAF"
"FAUP","Upington International Airport","-28.25","21.16","UTN","2","ZAF"
"FAUT","Mthatha Airport","-31.35","28.47","UTT","2","ZAF"
"FAWE","Hosea Kutako International Airport","-22.34","17.06","WDH","2","NAM"
"FBFT","Matante International Airport","-21.1","27.29","FRW","2","BWA"
"FBKE","Kasane International Airport","-17.47","25.1","BBK","2","BWA"
"FBMN","Maun International Airport","-19.58","23.26","MUB","2","BWA"
"FBSK","Sir Seretse Khama International Airport","-24.45","25.55","GBE","2","BWA"
"FCBB","Maya Maya International Airport","-4.15","15.15","BZV","1","COG"
"FCPP","Agostinho-Neto International Airport","-4.49","11.53","PNR","1","COG"
"FDMS","Matsapha Airport","-26.31","31.19","MTS","1","SWZ"
"FEFF","Bangui M'Poko International Airport","4.23","18.34","BGF","1","CAF"
"FGBT","Bata Airport","1.54","9.48","BSG","1","GNQ"
"FGSL","Malabo International Airport","3.45","8.47","SSG","1","GNQ"
"FIMP","Sir Seewoosagur Ramgoolam International Airport","-20.17","57.33","MRU","1","MUS"
"FIMR","Plaine Corail Airport","-19.44","63.26","RRG","1","MUS"
"FKKD","Douala International Airport","4.01","9.43","DLA","1","CMR"
"FLCP","Chipata Airport","-13.33","32.36","CIP","1","ZMB"
"FLKK","Kenneth Kanuda International Airport","15.19","28.26","LUN","1","ZMB"
"FLLI","Harry Mwanga Nkumbula International Airport","-17.49","25.49","LVI","2","ZMB"
"FLLS","Kenneth Kaunda International Airport","-15.25","28.2","LUN","2","ZMB"
"FLMF","Mfuwe International Airport","-13.16","31.56","MFU","2","ZMB"
"FLND","Simon Mwansa Kapwepwe International Airport","-13","28.39","NLA","2","ZMB"
"FMCH","Prince Said Ibrahim International Airport","-11.32","43.16","HAH","2","COM"
"FMCZ","Dzaoudzi Pamandzi International Airport ","-12.48","45.17","DZA","3","MYT"
"FMEE","Roland Garros Airport","-20.53","55.32","RUN","4","REU"
"FMEP","Pierrefonds Airport","-21.2","55.29","ZSE","4","REU"
"FMMI","Ivato International Airport","-18.56","47.32","TNR","3","MDG"
"FMMS","Sainte Marie Airport","-17.05","49.49","SMS","3","MDG"
"FMMT","Toamasina Airport","-18.07","49.24","TMM","3","MDG"
"FMMV","Morondava Airport","-20.17","44.19","MOQ","3","MDG"
"FMNA","Arrachart Airport","-12.21","49.18","DIE","3","MDG"
"FMNH","Antsirabato Airport","-15","50.32","ANM","3","MDG"
"FMNM","Amborovy Airport","-15.4","46.22","MJN","3","MDG"
"FMNN","Fascene Airport","-13.19","48.19","NOS","3","MDG"
"FMNR","Maroantsetra Airport","-15.26","49.41","WMN","3","MDG"
"FMSD","Taolagnaro Airport","-25.02","46.57","FTU","3","MDG"
"FMST","Toliara Airport","-23.23","43.44","TLE","3","MDG"
"FNCA","Cabinda Airport","-5.33","12.11","CAB","1","AGO"
"FNCM","Catumbela Airport","-12.29","13.29","CBT","1","AGO"
"FNHU","Huambo Airport","-12.47","15.46","NOV","1","AGO"
"FNKU","Joaquim Kapango Airport","-12.23","16.55","SVP","1","AGO"
"FNLU","Luanda Airport","-8.51","13.14","LAD","1","AGO"
"FNME","Menongue Airport","-14.38","17.44","SPP","1","AGO"
"FNUB","Mukanka-Lubango Airport","-14.55","13.29","SDD","1","AGO"
"FNUE","Luena Airport","-11.45","19.52","LUO","1","AGO"
"FOOG","Port-Gentil Airport","-0.43","8.45","POG","1","GAB"
"FOOL","Libreville International Airport","0.27","9.25","LBV","1","GAB"
"FPST","Sao Tome International Airport","0.23","6.43","TMS","0","STP"
"FQBR","Beira International Airport","-19.48","34.54","BEW","2","MOZ"
"FQLC","Beira International Airport","-13.17","35.15","BEW","2","MOZ"
"FQMA","Maputo International Airport","-25.55","32.34","MPM","2","MOZ"
"FQNP","Nampula Airport","-15.11","39.28","APL","2","MOZ"
"FQPB","Pemba Airport","-12.59","40.32","POL","2","MOZ"
"FQQL","Quelimane Airport","-17.52","36.51","UEL","2","MOZ"
"FQTT","Tete International Airport","-16.09","33.35","TET","2","MOZ"
"FQVL","Vilankulo Airport","-22.02","35.18","VNX","2","MOZ"
"FSIA","Seychelles International Airport","-4.4","55.28","SEZ","2","SYC"
"FSPP","Praslin Island Airport","-4.19","55.44","PRI","2","SYC"
"FTTJ","N'Djamena International Airport","12.08","15.02","NDJ","2","TCD"
"FVBU","Joshua Mqabuko Nkomo International Airport","-20.01","28.38","BUQ","2","ZWE"
"FVFA","Victoria Falls Airport","-18.06","25.51","VFA","2","ZWE"
"FVHA","Robert Gabriel Mugabe International Airport","-17.55","31","HRE","2","ZWE"
"FWCL","Chileka International Airport","-15.41","34.58","BLZ","2","MWI"
"FWKI","Kamuzu International Airport","-13.58","33.42","LLW","2","MWI"
"FXMM","Moshoeshoe I International Airport","-29.28","27.3","MSU","1","LSO"
"FYLZ","Aerodrome de Luderitz","-26.4","15.21","LUD","2","NAM"
"FYWH","Windhoek Hosea Kutako International Airport","-22.49","17.46","WDH","2","NAM"
"FZAA","Ndjili International Airport","-4.18","15.18","FIH","1","COD"
"FZAB","N'Dolo Airport","-4.19","152.3","NLO","1","COD"
"FZAG","Muanda Airport","-5.56","12.21","MNB","1","COD"
"FZAM","Matadi Tshimpi Airport","-5.48","13.26","MAT","1","COD"
"FZEA","Mbandaka Airport","0.01","18.18","MDK","1","COD"
"FZFK","Gemena Airport","3.16","19.46","GMA","1","COD"
"FZIA","Kisangani Simisini Air Base","0.31","25.1","FKI","2","COD"
"FZKA","Bunia Airport","1.34","30.13","BUX","2","COD"
"FZMA","Kavumu Airport","-2.27","28.5","BKY","2","COD"
"FZNA","Goma International Airport","-1.4","29.14","GOM","1","COD"
"FZQA","Luano International Airport","-11.35","27.31","FBM","1","COD"
"FZQM","Kolwezi Airport","-10.46","25.29","KWZ","2","COD"
"FZUA","Kananga Airport","-5.54","22.28","KGA","2","COD"
"FZWA","Mbuji Mayi Airport","-6.06","23.34","MJM","2","COD"
"GABS","President Modibo Keita International Airport","12.64","-7.97","BKO","1","MLI"
"GAKY","Dag Dag Airport","14.26","-11.26","KYS","1","MLI"
"GBYD","Banjul International Airport","13.21","-16.4","BJL","1","GMB"
"GCFV","Fuerteventura Airport","28.31","-13.54","FUE","1","ESP"
"GCHI","El Hierro Airport","27.49","-17.53","VDE","1","ESP"
"GCLA","La Palma Airport","28.41","-17.45","SPC","1","ESP"
"GCLP","Gran Canaria Airport","28","-15.36","LPA","1","ESP"
"GCRR","Cesar Manrique-Lanzarote Airport","28.95","-13.61","ACE","1","ESP"
"GCTS","Tenerife South Airport","28.03","-16.34","TFS","1","ESP"
"GCXO","Tenerife Norte Airport","28.29","-16.21","TFN","1","ESP"
"GEML","Melilla Airport","35.17","-2.57","MLN","1","ESP"
"GFLL","Freetown Lungi International Airport","8.37","-13.12","FNA","0","SLE"
"GLMR","Spriggs Payne Airport","6.14","-10.22","MLW","1","ESP"
"GLRB","Monrovia-Roberts Airport","6.15","-10.21","ROB","0","LBR"
"GMAA","Agadir Al-Massira International Airport","30.33","-9.41","AGA","1","MAR"
"GMFF","Fes Sais International Airport","34.02","-4.59","FEZ","1","MAR"
"GMFK","Errachidia Moulay Ali Cherif Airport","31.56","-4.23","ERH","1","MAR"
"GMFO","Oujda Angads Airport","34.41","-1.45","OUD","1","MAR"
"GMMC","Casablanca Anfa Airport","33.35","-7.3","CAS","1","MAR"
"GMME","Sale Airport","34.03","-6.45","RBA","1","MAR"
"GMMN","Mohammed V International Airport","33.22","-7.35","CMN","1","MAR"
"GMMW","Nador International Airport","34.59","-3.01","NDR","1","MAR"
"GMMX","Marrakesh Menara Airport","31.37","-8.02","RAK","1","MAR"
"GMMZ","Ouarzazate International Airport","30.55","-6.55","OZZ","1","MAR"
"GMTT","Tangier-Ibn Battuta International Airport","35.48","-5.45","TNG","1","MAR"
"GOBD","Blaise Diagne International Airport","14.4","17.44","DSS","0","SEN"
"GOOY","Leopold Sedar Senghor International Airport","14.45","-17.3","DKR","0","SEN"
"GQNN","Nouakchott International Airport","18.05","-15.57","NKC","0","MRT"
"GQNS","Selibaby Airport","15.11","-12.12","SEY","0","MRT"
"GQPP","Nouadhibou International Airport","20.56","-17.02","NDB","0","MRT"
"GUCY","Gbessia International Airport ","9.34","13.36","CKY","0","GIN"
"GVAC","Amilcar Cabral International Airport","16.45","-22.57","SID","-1","CPV"
"GVBA","Aristides Pereira International Airport","16.05","-22.5","BVC","-1","CPV"
"GVFM","Francisco Mendes International Airport","14.56","-23.29","RAI","-1","CPV"
"GVSN","Sao Nicolau Airport","16.35","-24.15","SNE","-1","CPV"
"GVSV","Cesaria Evora International Airport","16.51","-24.58","VXE","-1","CPV"
"HAAB","Addis Ababa Bole International Airport","8.98","38.8","ADD","3","ETH"
"HAAX","Aksum Airport","14.07","38.43","AXU","3","ETH"
"HAAY","Asmara International Airport","15.29","38.91","ASM","3","ETH"
"HABD","Bahir Dar Belay Zeleke International Airport","11.46","37.25","BJR","3","ETH"
"HADK","Kabri Dar Airport","6.4357","44.14","ABK","3","ETH"
"HADR","Dire Dawa International Airport","9.38","41.52","DIR","3","ETH"
"HAGN","Gondar Emperor Tewodros Airport","12.31","37.25","GDQ","3","ETH"
"HAHU","Humera Airport","14.15","36.35","HUE","3","ETH"
"HAJM","Abba Jifar Airport","7.4","36.53","JIM","3","ETH"
"HALL","Lalibela Airport","12.01","39.04","LLI","3","ETH"
"HAMK","Alula Aba Nega Airport","13.28","39.31","MQX","3","ETH"
"HAMS","Massawa International Airport","15.36","39.26","MSW","3","ERI"
"HASO","Asosa Hidase Airport","10.03","34.57","ASO","3","ETH"
"HBBA","Melchior Ndadaye-Bujumbura International Airport","-3.19","29.19","BJM","2","BDI"
"HCMH","Hargeisa International Airport","9.29","44.06","HGA","3","SOM"
"HCMM","Aden Adde International Airport","2.01","45.19","MGQ","3","SOM"
"HCMR","Abdullahi Yusuf Airport","6.51","47.16","GLK","3","SOM"
"HEAX","El Nouzha Airport","31.19","29.95","ALY","2","EGY"
"HEBA","Borg El Arab International Airport","30.55","29.41","HBE","2","EGY"
"HEBL","Abu Simbel Airport","22.37","31.61","ABS","2","EGY"
"HECA","Cairo International Airport","30.03","31.15","CAI","2","EGY"
"HEGN","Hurghada International Airport","27.12","33.52","HRG","2","EGY"
"HELX","Luxor International Airport","25.41","32.42","LXR","2","EGY"
"HEMA","Marsa Alam International Airport","25.56","34.59","RMF","2","EGY"
"HEMM","Marsa Matrouh International Airport","31.2","27.13","MUH","2","EGY"
"HESH","Sharm El Sheikh International Airport","27.98","34.39","SSH","2","EGY"
"HESN","Aswan International Airpor","24.05","32.53","ASW","2","EGY"
"HFFF","Djibouti-Ambouli International Airport","11.33","43.1","JIB","3","DJI"
"HHAS","Asmara International Airport","15.17","38.54","ASM","3","ERI"
"HKAM","Amboseli Airport","-2.38","37.15","ASV","3","KEN"
"HKEL","Eldoret International Airport","0.32","35.16","EDL","3","KEN"
"HKJK","Jomo Kenyatta International Airport","1.19","36.65","NBO","3","KEN"
"HKKI","Kisumu International Airport","-0.05","34.44","KIS","3","KEN"
"HKKT","Kitale Airport","0.58","34.57","KTL","3","KEN"
"HKLO","Lodwar Airport","3.06","36.43","LOK","3","KEN"
"HKLU","Manda Airport","-2.14","40.51","LAU","3","KEN"
"HKML","Malindi International Airport","-3.15","40.05","MYD","3","KEN"
"HKMO","Moi International Airport","-4.02","39.35","MBA","3","KEN"
"HKNA","Jomo Kenyatta International Airport","-1.19","36.56","NBO","3","KEN"
"HKNW","Wilson Airport","-1.19","36.48","WIL","3","KEN"
"HKNY","Nanyuki Airport","-0.03","37.03","NYK","3","KEN"
"HKSB","Samburu Airport","0.28","37.34","UAS","3","KEN"
"HLGT","Ghat Airport","24.58","10.1","GHT","3","LBY"
"HLLB","Benina International Airport","32.07","20.04","BEN","2","LBY"
"HLLS","Sebha International Airport","27.01","14.26","SEB","2","LBY"
"HLLT","Tripoli International Airport","32.54","13.11","TIP","2","LBY"
"HLTD","Ghadames East Airport","30.1","9.3","LTD","2","LBY"
"HRYR","Kigali International Airport","-1.58","30.08","KGL","2","RWA"
"HRZA","Kamembe Airport","-2.27","28.57","KME","2","RWA"
"HSCN","Geneina Airport","13.29","22.27","EGN","3","SDN"
"HSFS","Al Fashir Airport","13.37","25.19","ELF","2","SDN"
"HSNL","Nyala Airport","12.04","24.54","UYL","2","SDN"
"HSPN","Port Sudan International Airport","19.35","37.13","PZU","2","SDN"
"HSSJ","Juba International Airport","4.49","31.31","JUB","2","SSD"
"HSSK","Khartoum International Airport","15.35","32.33","KRT","2","SDN"
"HSSS","Khartoum International Airport","15.36","32.34","KRT","2","SDN"
"HSWW","Wau Airport","7.44","27.59","WUU","2","SSD"
"HTAR","Arusha Airport","-3.37","36.62","ARK","3","TZA"
"HTDA","Julius Nyerere International Airport","-6.53","39.12","DAR","3","TZA"
"HTDO","Dodoma Capital International Airport","-6.11","35.45","DOD","3","TZA"
"HTKJ","Kilimanjaro International Airport","-3.45","37.45","JRO","3","TZA"
"HTMT","Mtwara Airport","-10.21","40.11","MYW","3","TZA"
"HTMW","Mwanza International Airport","-2.27","32.56","MWZ","3","TZA"
"HTSY","Ibadakuli Airport","-3.4","33.26","SHY","3","TZA"
"HTZA","Abeid Amani Karume International Airport","-6.13","39.13","ZNZ","3","TZA"
"HUAR","Arua Airport","3.03","30.54","RUA","3","UGA"
"HUEN","Entebbe International Airport","0.03","32.27","EBB","3","UGA"
"KAAO","Colonel James Jabara Airport","37.44","-97.13","AAO","-6","USA"
"KABE","Lehigh Valley International Airport","40.65","-76.44","ABE","-5","USA"
"KABI","Abilene Regional Airport","32.41","-99.41","ABI","-6","USA"
"KABQ","Albuquerque International Sunport","35.04","-106.61","ABQ","-7","USA"
"KABR","Aberdeen Regional Airport","45.45","-98.42","ABR","-5","USA"
"KABY","Albany Southwest Georgia Regional Airport","31.32","-84.11","ABY","-5","USA"
"KACK","Nantucket Memorial Airport","41.257","-70.06","ACK","-5","USA"
"KACT","Waco Regional Airport","31.6092","-97.22","ACT","-5","USA"
"KACV","California Redwood Coast Humboldt County Airport","40.9709","-124.11","ACV","-8","USA"
"KACY","Atlantic City International Airport","39.4528","-74.57","ACY","-5","USA"
"KADS","Dallas Addison Airport","32.58","-96.5","ADS","-6","USA"
"KAEX","Alexandria International Airport","31.33","-92.55","AEX","-6","USA"
"KAFW","Fort Worth Alliance Airport","32.99","-97.32","AFW","-6","USA"
"KAGC","Allegheny County Airport","40.35","-79.93","AGC","-5","USA"
"KAGS","Augusta Regional Airport","33.37","-81.97","AGS","-5","USA"
"KAHN","Athens-Ben Epps Airport","33.95","-83.33","AHN","-5","USA"
"KALB","Albany International Airport","42.75","-73.8","ALB","-5","USA"
"KALN","Alton St. Louis Regional Airport","38.53","-90.03","ALN","-6","USA"
"KALO","Waterloo Regional Airport","42.55","-92.4","ALO","-5","USA"
"KALS","San Luis Valley Regional Airport","37.43","-105.87","ALS","-7","USA"
"KALW","Walla Walla Regional Airport","46.09","-118.29","ALW","-8","USA"
"KAMA","Rick Husband Amarillo International Airport","35.2182","-101.71","AMA","-6","USA"
"KANK","Harriet Alexander Field Airport","38.54","-106.05","SLT","-7","USA"
"KAOO","Altoona Blair County Airport","40.3","-78.32","AOO","-5","USA"
"KAPA","Denver Centennial Airport","39.34","-104.5","APA","-7","USA"
"KAPC","Napa County Airport","38.12","-122.16","APC","-8","USA"
"KAPF","Naples Airport","26.15","-81.77","APF","-5","USA"
"KAPN","Alpena County Regional Airport","45.08","-83.56","APN","-5","USA"
"KART","Watertown International Airport","43.99","-76.02","ART","-5","USA"
"KASE","Aspen/Pitkin County Airport","39.22","-106.87","ASE","-6","USA"
"KASL","Marshall Harrison County Airport","32.31","-94.18","ASL","-6","USA"
"KAST","Astoria Regional Airport","46.09","-123.52","AST","-8","USA"
"KATL","Hartsfield-Jackson Atlanta International Airport","33.39","-84.26","ATL","-5","USA"
"KATW","Appleton International Airport","44.26","-88.52","ATW","-6","USA"
"KATY","Watertown Regional Airport","44.91","-97.15","ATY","-5","USA"
"KAUG","Augusta State Airport","44.19","-69.48","AUG","-5","USA"
"KAUS","Austin-Bergstrom International Airport","30.18","-97.42","AUS","-6","USA"
"KAVL","Asheville Regional Airport","35.44","-82.54","AVL","-5","USA"
"KAVO","Avon Park Executive Airport","27.35","-81.31","AVO","-5","USA"
"KAVP","Wilkes-Barre Scranton International Airport","41.34","-75.72","AVP","-5","USA"
"KAVQ","Tucson Marana Regional Airport","32.4","-111.22","AVW","-8","USA"
"KAXH","Houston Southwest Airport","29.3","-95.28","QTA","-6","USA"
"KAZO","Kalamazoo/Battle Creek International Airport","42.23","-85.55","AZO","-5","USA"
"KBAZ","New Braunfels Regional Airport","29.42","-98.2","QQZ","-6","USA"
"KBBG","Branson Airport","36.53","-93.2","BKG","-6","USA"
"KBCT","Boca Raton Airport","26.38","-80.11","BCT","-5","USA"
"KBDL","Bradley International Airport","41.56","-72.41","BDL","-5","USA"
"KBDR","Bridgeport Sikorsky Memorial Airport","41.09","-73.07","BDR","-5","USA"
